unit,level,source_url,tanggal_ambil
"“Kami ingin pemerintah kota ke depan melibatkan seluruh lapisan masyarakat, termasuk perangkat kelurahan dan kecamatan, untuk bersama-sama menangani persoalan ini,” tambahnya.",kota,https://amuranews.id/anggota-dewan-komisi-iii-soroti-tumpukan-sampah-di-kota-jambi/,2026-06-16
Sejumlah warga mengeluhkan tumpukan sampah yang mengganggu aktivitas sehari-hari.,tak jelas,https://amuranews.id/anggota-dewan-komisi-iii-soroti-tumpukan-sampah-di-kota-jambi/,2026-06-16
"DLH Kota Jambi diharapkan segera mengambil langkah tegas dan inovatif, baik melalui pengelolaan sampah yang lebih modern maupun dengan meningkatkan kesadaran masyarakat untuk tidak membuang sampah sembarangan.",tak jelas,https://amuranews.id/anggota-dewan-komisi-iii-soroti-tumpukan-sampah-di-kota-jambi/,2026-06-16
"“Situasi banjir di Jambi masih merata, dan berdasarkan peninjauan di Kota Jambi kemarin, ketinggian air masih signifikan serta sejumlah rumah warga masih terendam.",tak jelas,https://amuranews.id/gubernur-al-haris-pastikan-kebutuhan-korban-banjir-terpenuhi/,2026-06-16
"Lebih lanjut, evakuasi warga ke Sekolah Dasar atau tenda darurat harus segera dilakukan jika ketinggian air terus meningkat guna memastikan keselamatan mereka.",tak jelas,https://amuranews.id/gubernur-al-haris-pastikan-kebutuhan-korban-banjir-terpenuhi/,2026-06-16
“Kami meninjau langsung kondisi warga yang terdampak banjir.,tak jelas,https://amuranews.id/gubernur-al-haris-pastikan-kebutuhan-korban-banjir-terpenuhi/,2026-06-16
"Laporan warga mengindikasikan bahwa terdapat banyak rumah terendam dan mengalami kerusakan akibat banjir,” katanya.",tak jelas,https://amuranews.id/gubernur-al-haris-pastikan-kebutuhan-korban-banjir-terpenuhi/,2026-06-16
"Bhayangkara Presisi Job Fair diharapkan menjadi jembatan yang mempertemukan para pencari kerja dengan dunia usaha secara langsung, sekaligus membuka peluang baru bagi masyarakat untuk meningkatkan kesejahteraan dan kualitas hidup.",tak jelas,https://amuranews.id/spektakuler-hari-bhayangkara-ke-80-polda-jambi-hadirkan-1-000-lowongan-kerja/,2026-06-16
AMURANEWS.id | Komitmen mewujudkan lingkungan yang bersih dan nyaman terus ditunjukkan masyarakat Kota Jambi.,tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
Kegiatan yang turut dihadiri Lurah Sungai Putri tersebut menjadi bukti nyata sinergi antara masyarakat dan pemerintah dalam menjaga kebersihan lingkungan.,tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Pembongkaran TPS dilakukan sebagai langkah menciptakan kawasan yang lebih bersih, sehat, dan tertata, sekaligus menumbuhkan kesadaran masyarakat akan pentingnya menjaga kebersihan lingkungan.",tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Jika lingkungan bersih, masyarakat sehat, dan Kota Jambi akan semakin indah serta layak menjadi kota yang maju,” ujarnya.",tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Menurutnya, kegiatan pembongkaran TPS tersebut merupakan cerminan nyata kepedulian masyarakat terhadap lingkungan sekaligus bukti kuat bahwa budaya gotong royong masih hidup dan menjadi kekuatan utama dalam menyelesaikan berbagai persoalan di tengah masyarakat.",tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Ferdinand menilai, keterlibatan aktif warga, perangkat kelurahan, tokoh masyarakat, serta unsur keamanan dalam kegiatan tersebut menunjukkan adanya kesamaan visi untuk menciptakan lingkungan yang bersih, sehat, dan nyaman bagi seluruh masyarakat.",kota,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Ini adalah contoh positif yang patut diteladani karena menunjukkan bahwa ketika masyarakat dan pemerintah berjalan bersama, berbagai persoalan lingkungan dapat diselesaikan dengan baik.",tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Kebersihan bukan hanya tanggung jawab pemerintah, tetapi menjadi tanggung jawab seluruh elemen masyarakat,” ujar Ferdinand.",tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
Ia berharap semangat kebersamaan dan kepedulian terhadap lingkungan yang ditunjukkan warga Sungai Putri dapat terus dipertahankan dan menjadi inspirasi bagi wilayah lain di Kecamatan Danau Sipin maupun Kota Jambi secara umum.,tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"“Kemajuan sebuah daerah tidak hanya ditentukan oleh pembangunan fisik dan infrastruktur, tetapi juga oleh kesadaran masyarakat dalam menjaga lingkungannya.",tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Kegiatan ini tidak hanya menghadirkan perubahan fisik pada lingkungan, tetapi juga menjadi simbol kuatnya kepedulian masyarakat terhadap masa depan Kota Jambi.",tak jelas,https://amuranews.id/tps-sungai-putri-dibongkar-jambi-bersinar/,2026-06-16
"Memasuki musim kemarau, kewaspadaan harus ditingkatkan karena bencana asap bukan hanya merusak lingkungan, tetapi juga melumpuhkan aktivitas masyarakat, mengganggu kesehatan, pendidikan, transportasi, hingga perekonomian daerah.",tak jelas,https://amuranews.id/jambi-siaga-karhutla-kapolda-pembakar-hutan-jangan-berharap-ampun/,2026-06-16
"Forum ini menjadi sinyal kuat bahwa perang melawan Karhutla tidak bisa dilakukan sendiri-sendiri, melainkan membutuhkan kekuatan bersama antara pemerintah, aparat penegak hukum, kampus, dunia usaha, dan masyarakat.",tak jelas,https://amuranews.id/jambi-siaga-karhutla-kapolda-pembakar-hutan-jangan-berharap-ampun/,2026-06-16
"Karena itu, pemerintah terus mendorong program Pembukaan Lahan Tanpa Bakar (PLTB) sebagai solusi yang lebih aman dan berkelanjutan bagi masyarakat.",tak jelas,https://amuranews.id/jambi-siaga-karhutla-kapolda-pembakar-hutan-jangan-berharap-ampun/,2026-06-16
"Ketika api lepas kendali, yang menanggung dampaknya bukan hanya pelaku, tetapi jutaan masyarakat yang harus menghirup asap dan menanggung kerusakan lingkungan dalam jangka panjang.",tak jelas,https://amuranews.id/jambi-siaga-karhutla-kapolda-pembakar-hutan-jangan-berharap-ampun/,2026-06-16
"RKS Siap Mengawal Aspirasi hingga Tingkat Pembahasan Kebijakan
Di hadapan puluhan warga Legok Sungai Putri, RKS menyampaikan bahwa setiap aspirasi yang masuk tidak hanya dicatat, tetapi akan dikawal secara langsung hingga tahap pembahasan anggaran dan realisasi program.",tak jelas,https://amuranews.id/rusli-kamal-siregar-gelar-reses-tegaskan-siap-mengawal-aspirasi-warga-tanpa-kompromi/,2026-06-16
"Menurut RKS, berbagai usulan yang muncul dari warga Sungai Putri—mulai dari pembenahan infrastruktur, drainase, fasilitas ibadah, hingga pemberdayaan UMKM—akan diprioritaskan dalam rapat komisi maupun komunikasi dengan OPD terkait.",tak jelas,https://amuranews.id/rusli-kamal-siregar-gelar-reses-tegaskan-siap-mengawal-aspirasi-warga-tanpa-kompromi/,2026-06-16
Ia menyampaikan bahwa UMKM merupakan penggerak ekonomi masyarakat yang mampu bertahan di tengah keterbatasan anggaran pemerintah.,tak jelas,https://amuranews.id/rusli-kamal-siregar-gelar-reses-tegaskan-siap-mengawal-aspirasi-warga-tanpa-kompromi/,2026-06-16
Ia mengapresiasi kehadiran RKS yang dinilai konsisten membuka ruang dialog dan menyerap aspirasi masyarakat.,tak jelas,https://amuranews.id/rusli-kamal-siregar-gelar-reses-tegaskan-siap-mengawal-aspirasi-warga-tanpa-kompromi/,2026-06-16
"Reses Berlangsung Hangat dan Penuh Aspirasi
Masyarakat Legok Sungai Putri menyambut antusias kehadiran RKS.",tak jelas,https://amuranews.id/rusli-kamal-siregar-gelar-reses-tegaskan-siap-mengawal-aspirasi-warga-tanpa-kompromi/,2026-06-16
"“Kita juga mengingatkan agar para pelajar di SMA Negeri 1, tidak terlibat dalam Aksi Geng Motor, perkelahian, tawuran, begal, balap liar serta ugal-ugalan dalam berkendara yang sering meresahkan masyarakat, dan selalu bijak dalam menggunakan media sosial (Medsos) serta menghindari tindakan yang dapat merusak serta merugikan masa depan dari pelajar ataupun remaja itu sendiri”, ucapnya.",provinsi,https://amuranews.id/antisipasi-kenakalan-remaja-kapolresta-jambi-gelar-sosialisasi-dan-tatap-muka-di-sma-negeri-1/,2026-06-16
"“Karena Kolaborasi antara orang tua, guru, dan masyarakat sangat diperlukan untuk mencegah serta mengantisipasi Aksi kenakalan remaja, sekaligus memantau perkembangan dari para pelajar”, terang Kapolresta Jambi Kombes Pol Boy Sutan Binanga Siregar.",tak jelas,https://amuranews.id/antisipasi-kenakalan-remaja-kapolresta-jambi-gelar-sosialisasi-dan-tatap-muka-di-sma-negeri-1/,2026-06-16
Mantan Menteri Pendidikan dan Kebudayaan ini mengaku ingin memeriksa langsung kondisi warga yang dilanda banjir di kelurahan itu.,kota,https://amuranews.id/rawa-terate-rutin-banjir-anies-bakal-cek-pabrik-sekitar/,2026-06-16
"“Menyusuri jalan-jalan yang terendam air dan bertemu Iangsung dengan warga dan para pengurus RT/RW,” kata Anies dikutip dari akun instagram @aniesbaswedan Kamis 15 Februari 2018.",tak jelas,https://amuranews.id/rawa-terate-rutin-banjir-anies-bakal-cek-pabrik-sekitar/,2026-06-16
"Bahkan, warga memasang alat pengukur kedalaman air yaitu mistar di jalan dan di kawasan tersebut.",tak jelas,https://amuranews.id/rawa-terate-rutin-banjir-anies-bakal-cek-pabrik-sekitar/,2026-06-16
Bahwa bantuan yang bersumber dari Dinas Ketahanan Pangan Provinsi Jambi tersebut merupakan wujud kepedulian dan amanah pemerintah provinsi kepada masyarakat terdampak.,tak jelas,https://www.angsoduo.net/2026/06/ringankan-beban-korban-bencana-gubernur-al-haris-salurkan-10-189-ton-beras-cadangan,2026-06-16
"Pihaknya mengingatkan agar setiap pengguna jalan raya saling menghormati, mematuhi aturan lalu lintas, dan memperhatikan keselamatan sesama.",tak jelas,https://aksara24.id/2023/10/27/jasa-raharja-cabang-jambi-sampaikan-santunan-korban-kecelakaan-di-jalan-lintas-timur-km-296/,2026-06-16
"Namun, peran aktif dan kesadaran masyarakat sangat diperlukan agar setiap perjalanan di jalan raya berlangsung dengan aman dan nyaman.",tak jelas,https://aksara24.id/2023/10/27/jasa-raharja-cabang-jambi-sampaikan-santunan-korban-kecelakaan-di-jalan-lintas-timur-km-296/,2026-06-16
"Mari kita bersatu dalam membangun fundamental yang kuat agar mampu memberikan pelayanan yang optimal bagi masyarakat,” imbuh Wamen BUMN.",tak jelas,https://aksara24.id/2025/01/10/wamen-bumn-puji-kolaborasi-tim-pembina-samsat-nasional-dalam-meningkatkan-kepatuhan-pajak-kendaraan/,2026-06-16
"Menurutnya, kerja sama Jasa Raharja dengan Kementerian Pendidikan dalam mengedukasi masyarakat serta kolaborasi dengan Korlantas Polri untuk mengantisipasi potensi kecelakaan menjadi langkah strategis yang patut diapresiasi.",tak jelas,https://aksara24.id/2025/01/10/wamen-bumn-puji-kolaborasi-tim-pembina-samsat-nasional-dalam-meningkatkan-kepatuhan-pajak-kendaraan/,2026-06-16
"Di sisi lain, pelayanan penyelesaian sengketa informasi publik kepada masyarakat harus tetap berjalan dan tidak boleh terhenti.",tak jelas,https://aksesjambi.com/news/10/06/2026/soal-seleksi-komisioner-baru-ketua-ki-jambi-kami-hormati-proses-yang-dijalankan-pemprov/,2026-06-16
"Dengan demikian, masyarakat tetap mendapatkan akses dan perlindungan atas hak memperoleh informasi publik secara berkesinambungan hingga komisioner periode berikutnya ditetapkan,” katanya.",tak jelas,https://aksesjambi.com/news/10/06/2026/soal-seleksi-komisioner-baru-ketua-ki-jambi-kami-hormati-proses-yang-dijalankan-pemprov/,2026-06-16
"Ia juga memastikan seluruh layanan Komisi Informasi Provinsi Jambi tetap berjalan sebagaimana mestinya selama masa perpanjangan jabatan tersebut, sehingga masyarakat maupun badan publik tetap dapat memperoleh pelayanan secara optimal.",tak jelas,https://aksesjambi.com/news/10/06/2026/soal-seleksi-komisioner-baru-ketua-ki-jambi-kami-hormati-proses-yang-dijalankan-pemprov/,2026-06-16
"“Komisi Informasi Provinsi Jambi tetap berkomitmen menjalankan tugas dan kewenangannya dalam mengawal keterbukaan informasi publik serta memberikan pelayanan terbaik kepada masyarakat,” tutup Taufiq.",tak jelas,https://aksesjambi.com/news/10/06/2026/soal-seleksi-komisioner-baru-ketua-ki-jambi-kami-hormati-proses-yang-dijalankan-pemprov/,2026-06-16
“Saya berharap momentum peringatan hari jadi ketiga institusi tersebut dapat menjadi penyemangat untuk terus meningkatkan kualitas pelayanan kepada masyarakat.,tak jelas,https://www.angsoduo.net/2026/06/pimpin-upacara-hut-damkar-ke-107-satpol-pp-ke-76-dan-satlinmas-ke-64-gubernur-al-haris-momentum-meningkatkan-pelayanan-kepada-masyarakat,2026-06-16
"Dalam regulasi tersebut dijelaskan bahwa pemerintah daerah dapat memberikan hibah kepada instansi vertikal seperti Kepolisian, Kejaksaan, maupun lembaga pemerintah pusat lainnya yang berada di daerah guna menunjang pelayanan publik dan fasilitas umum bagi masyarakat.",tak jelas,https://www.angsoduo.net/2026/06/hibah-untuk-instansi-vertikal-tak-langgar-aturan-pemprov-jambi-beberkan-dasar-hukumnya,2026-06-16
Langkah tersebut merupakan bentuk komitmen Pemprov Jambi dalam memperkuat sinergi dengan berbagai instansi vertikal guna meningkatkan pelayanan kepada masyarakat serta mendukung pembangunan daerah.,provinsi,https://www.angsoduo.net/2026/06/hibah-untuk-instansi-vertikal-tak-langgar-aturan-pemprov-jambi-beberkan-dasar-hukumnya,2026-06-16
"Kerjasama atau kolaborasi yang diharapkan meliputi penelitian, pendidikan serta pengabdian kepada masyarakat sebagai upaya mendukung swasembada pangan Presiden Prabowo Subianto.",tak jelas,https://www.angsoduo.net/2026/06/universitas-jambi-jajaki-kerjasama-agroindustri-dengan-ptpn-iv-regional-iv,2026-06-16
"“Harapan kami dengan adanya Perda Pengelolaan Sumber Daya Air ini, dapat menjadi pedoman dalam upaya perencanaan, konservasi, pendayagunaan, pengendalian daya rusak air, hingga perizinan dan peran serta masyarakat untuk menjamin kelestarian dan pemanfaatan air secara berkelanjutan,” ucapnya.",tak jelas,https://www.angsoduo.net/2026/06/wagub-sani-5-ranperda-inisiatif-dprd-beri-manfaat-positif-dan-dorong-kelancaran-penyelenggaraan-pemerintahan,2026-06-16
Ia memberi pesan khusus kepada para kepala daerah agar setiap kebijakan publik berlandaskan keadilan sosial dan menjaga hak-hak masyarakat kecil agar tidak ada yang tertinggal.,tak jelas,https://www.angsoduo.net/2026/06/gubernur-al-haris-ikuti-upacara-peringatan-hari-lahir-pancasila-2026-ajak-asn-dan-generasi-muda-hidupkan-nilai-pancasila,2026-06-16
"Sudirman , SH, MH, Forkopimda Provinsi Jambi , unsur TNI/Polri, kepala OPD, ASN, serta perwakilan organisasi masyarakat dan pelajar.",tak jelas,https://www.angsoduo.net/2026/06/gubernur-al-haris-ikuti-upacara-peringatan-hari-lahir-pancasila-2026-ajak-asn-dan-generasi-muda-hidupkan-nilai-pancasila,2026-06-16
"Dikatakan Edi, kegiatan itu dapat membantu Pemerintah dalam upaya meningkatkan pelayanan kepada masyarakat.",tak jelas,https://aksara24.id/2022/09/14/ketua-dprd-provinsi-jambi-apresiasi-pelaksanaan-regsosek-oleh-bps/,2026-06-17
"“Terimakasih kepada teman-teman BPS yang mencoba memberikan inovasi-inovasi kepada kita untuk supaya pelayanan kita semakin prima di masyarakat dan anggaran tepat guna dan tetap tepat sasaran,” kata Edi Purwanto.",tak jelas,https://aksara24.id/2022/09/14/ketua-dprd-provinsi-jambi-apresiasi-pelaksanaan-regsosek-oleh-bps/,2026-06-17
"Menurut Ariansyah, untuk mengantisipasi maraknya judol ini Pemerintah Provinsi Jambi juga telah mengambil langkah-langkah maupun kebijakan-kebijakan, diantaranya memblokir situs-situs judi online, menyebarkan himbauan kepada masyarakat luas melalui surat edaran, sosialisasi melalui media baliho, spanduk dan brosur, media sosial, videotron dan juga melalui dialog TVRI.",tak jelas,https://www.angsoduo.net/2026/06/di-hadapan-ratusan-mahasiswa-uin-ariansyah-tegaskan-bahaya-laten-judi-online,2026-06-17
"Penghargaan tersebut menjadi bukti nyata komitmen Dukcapil Kota Jambi dalam memberikan pelayanan administrasi kependudukan yang profesional, inovatif, serta berintegritas kepada masyarakat.",tak jelas,https://awasi.id/read/2026/06/17/6091/dukcapil-kota-jambi-borong-penghargaan-nasional-raih-dukcapil-prima-award-dan-predikat-pelayanan-prima/,2026-06-17
“Penghargaan ini merupakan motivasi bagi kami untuk terus berinovasi dan meningkatkan kualitas pelayanan kepada masyarakat.,tak jelas,https://awasi.id/read/2026/06/17/6091/dukcapil-kota-jambi-borong-penghargaan-nasional-raih-dukcapil-prima-award-dan-predikat-pelayanan-prima/,2026-06-17
"Dengan pencapaian tersebut, Dukcapil Kota Jambi diharapkan terus menjadi contoh dalam penyelenggaraan pelayanan publik yang cepat, transparan, akuntabel, dan berorientasi pada kepuasan masyarakat.",tak jelas,https://awasi.id/read/2026/06/17/6091/dukcapil-kota-jambi-borong-penghargaan-nasional-raih-dukcapil-prima-award-dan-predikat-pelayanan-prima/,2026-06-17
"Erlan Munaji mengatakan bahwa berbagai kegiatan yang digelar dalam rangka Hari Bhayangkara ke-80 tidak hanya berfokus pada pelayanan dan bakti sosial kepada masyarakat, tetapi juga pada pembinaan mental, fisik, serta penguatan soliditas internal dan sinergitas antarinstansi.",tak jelas,https://awasi.id/read/2026/06/15/6079/kapolda-jambi-cup-billiard-tournament-2026-resmi-dibuka-perkuat-sinergitas-tni-polri-dan-sportivitas/,2026-06-17
"Melalui rangkaian kegiatan Iduladha ini, Lapas Kelas IIA Jambi berharap semangat pengorbanan dan kepedulian sosial dapat terus tertanam dalam diri seluruh warga binaan maupun petugas, sehingga mampu menciptakan lingkungan pemasyarakatan yang harmonis, religius, dan berorientasi pada pembinaan yang humanis.",tak jelas,https://awasi.id/read/2026/05/27/5817/lapas-jambi-maknai-iduladha-sebagai-momentum-pembinaan-dan-kepedulian-sosial/,2026-06-17
"Menurutnya, hal tersebut menunjukkan kurangnya respons terhadap aspirasi masyarakat yang ingin disampaikan secara terbuka dan konstitusional.",tak jelas,https://awasi.id/read/2026/04/11/5286/aspirasi-tak-tersampaikan-awasi-jambi-rencanakan-aksi-lanjutan-dengan-massa-lebih-besar/,2026-06-17
“Hari ini kita menyerahkan beras cadangan pangan pemerintah daerah kepada masyarakat yang terdampak bencana banjir di Sarolangun.,tak jelas,https://aksatanews.com/gubernur-al-haris-serahkan-10189-kg-beras-untuk-korban-pasca-bencana-banjir-di-sarolangun,2026-06-18
